source,brand,brand_en,model,model_en,generation,generation_en,body,type,type_en,trim,trim_en,name_en_notes,count
import,BMW,BMW,X6,X6,X6 (E71),,,40d,40d,,,BMW -> X6 -> 40d,11
import,BMW,BMW,X6,X6,X6 (E71),,,M50d,M50d,,,BMW -> X6 -> M50d,1
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40i 디자인 퓨어 엑셀런스 6인승,xDrive 40i 디자인 퓨어 엑셀런스 6인승,,,BMW -> X7 -> xDrive 40i 디자인 퓨어 엑셀런스 6인승,100
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40i 디자인 퓨어 엑셀런스 퍼스트에디션 6인승,xDrive 40i 디자인 퓨어 엑셀런스 퍼스트에디션 6인승,,,BMW -> X7 -> xDrive 40i 디자인 퓨어 엑셀런스 퍼스트에디션 6인승,1
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40i 디자인 퓨어 엑셀런스 7인승,xDrive 40i 디자인 퓨어 엑셀런스 7인승,,,BMW -> X7 -> xDrive 40i 디자인 퓨어 엑셀런스 7인승,102
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40i M 스포츠 6인승,xDrive 40i M 스포츠 6인승,,,BMW -> X7 -> xDrive 40i M 스포츠 6인승,266
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40i M 스포츠 7인승,xDrive 40i M 스포츠 7인승,,,BMW -> X7 -> xDrive 40i M 스포츠 7인승,52
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40i M 스포츠 온라인 익스클루시브 에디션 6인승,xDrive 40i M 스포츠 온라인 익스클루시브 에디션 6인승,,,BMW -> X7 -> xDrive 40i M 스포츠 온라인 익스클루시브 에디션 6인승,5
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 50i 디자인 퓨어 엑셀런스 7인승,xDrive 50i 디자인 퓨어 엑셀런스 7인승,,,BMW -> X7 -> xDrive 50i 디자인 퓨어 엑셀런스 7인승,0
import,BMW,BMW,X7,X7,X7 (G07),,,M50i 6인승,M50i 6인승,,,BMW -> X7 -> M50i 6인승,30
import,BMW,BMW,X7,X7,X7 (G07),,,M50i 다크 섀도우 에디션 6인승,M50i 다크 섀도우 에디션 6인승,,,BMW -> X7 -> M50i 다크 섀도우 에디션 6인승,2
import,BMW,BMW,X7,X7,X7 (G07),,,M50i 프로즌 블랙 에디션 6인승,M50i 프로즌 블랙 에디션 6인승,,,BMW -> X7 -> M50i 프로즌 블랙 에디션 6인승,2
import,BMW,BMW,X7,X7,X7 (G07),,,M60i xDrive 퍼스트 에디션 6인승,M60i xDrive 퍼스트 에디션 6인승,,,BMW -> X7 -> M60i xDrive 퍼스트 에디션 6인승,2
import,BMW,BMW,X7,X7,X7 (G07),,,M60i xDrive M 스포츠 6인승,M60i xDrive M 스포츠 6인승,,,BMW -> X7 -> M60i xDrive M 스포츠 6인승,22
import,BMW,BMW,X7,X7,X7 (G07),,,M60i xDrive M 스포츠 프로 인디비주얼 올 블랙 에디션,M60i xDrive M 스포츠 프로 인디비주얼 올 블랙 에디션,,,BMW -> X7 -> M60i xDrive M 스포츠 프로 인디비주얼 올 블랙 에디션,0
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 30d 디자인 퓨어 엑셀런스 6인승,xDrive 30d 디자인 퓨어 엑셀런스 6인승,,,BMW -> X7 -> xDrive 30d 디자인 퓨어 엑셀런스 6인승,11
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 6인승,xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 6인승,,,BMW -> X7 -> xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 6인승,2
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 30d 디자인 퓨어 엑셀런스 7인승,xDrive 30d 디자인 퓨어 엑셀런스 7인승,,,BMW -> X7 -> xDrive 30d 디자인 퓨어 엑셀런스 7인승,2
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 7인승,xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 7인승,,,BMW -> X7 -> xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 7인승,1
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 30d M 스포츠 6인승,xDrive 30d M 스포츠 6인승,,,BMW -> X7 -> xDrive 30d M 스포츠 6인승,14
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 30d M 스포츠 퍼스트 에디션,xDrive 30d M 스포츠 퍼스트 에디션,,,BMW -> X7 -> xDrive 30d M 스포츠 퍼스트 에디션,0
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40d 디자인 퓨어 엑셀런스 6인승,xDrive 40d 디자인 퓨어 엑셀런스 6인승,,,BMW -> X7 -> xDrive 40d 디자인 퓨어 엑셀런스 6인승,44
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40d 디자인 퓨어 엑셀런스 7인승,xDrive 40d 디자인 퓨어 엑셀런스 7인승,,,BMW -> X7 -> xDrive 40d 디자인 퓨어 엑셀런스 7인승,41
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40d M 스포츠 6인승,xDrive 40d M 스포츠 6인승,,,BMW -> X7 -> xDrive 40d M 스포츠 6인승,93
import,BMW,BMW,X7,X7,X7 (G07),,,xDrive 40d M 스포츠 7인승,xDrive 40d M 스포츠 7인승,,,BMW -> X7 -> xDrive 40d M 스포츠 7인승,19
import,BMW,BMW,X7,X7,X7 (G07),,,M50d,M50d,,,BMW -> X7 -> M50d,8
import,BMW,BMW,X7,X7,X7 (G07),,,M50d 퍼스트 에디션,M50d 퍼스트 에디션,,,BMW -> X7 -> M50d 퍼스트 에디션,0
import,BMW,BMW,X3M,X3M,X3M (G01),,,3.0,3.0,,,BMW -> X3M -> 3.0,8
import,BMW,BMW,X3M,X3M,X3M (G01),,,3.0 컴페티션,3.0 컴페티션,,,BMW -> X3M -> 3.0 컴페티션,28
import,BMW,BMW,X4M,X4M,X4M (G02),,,3.0,3.0,,,BMW -> X4M -> 3.0,1
import,BMW,BMW,X4M,X4M,X4M (G02),,,3.0 컴패티션,3.0 컴패티션,,,BMW -> X4M -> 3.0 컴패티션,20
import,BMW,BMW,X4M,X4M,X4M (G02),,,3.0 컴패티션 카본패키지,3.0 컴패티션 카본패키지,,,BMW -> X4M -> 3.0 컴패티션 카본패키지,15
import,BMW,BMW,X5M,X5M,X5M (G05),,,4.4,4.4,,,BMW -> X5M -> 4.4,3
import,BMW,BMW,X5M,X5M,X5M (G05),,,4.4 컴페티션,4.4 컴페티션,,,BMW -> X5M -> 4.4 컴페티션,29
import,BMW,BMW,X5M,X5M,X5M (G05),,,4.4 컴페티션 퍼스트 에디션,4.4 컴페티션 퍼스트 에디션,,,BMW -> X5M -> 4.4 컴페티션 퍼스트 에디션,0
import,BMW,BMW,X5M,X5M,X5M (F15),,,4.4,4.4,,,BMW -> X5M -> 4.4,12
import,BMW,BMW,X5M,X5M,X5M (E70),,,4.4,4.4,,,BMW -> X5M -> 4.4,1
import,BMW,BMW,X6M,X6M,X6M (G06),,,4.4,4.4,,,BMW -> X6M -> 4.4,2
import,BMW,BMW,X6M,X6M,X6M (G06),,,4.4 컴페티션,4.4 컴페티션,,,BMW -> X6M -> 4.4 컴페티션,28
import,BMW,BMW,X6M,X6M,X6M (G06),,,4.4 컴페티션 퍼스트 에디션,4.4 컴페티션 퍼스트 에디션,,,BMW -> X6M -> 4.4 컴페티션 퍼스트 에디션,1
import,BMW,BMW,X6M,X6M,X6M (F16),,,4.4,4.4,,,BMW -> X6M -> 4.4,24
import,BMW,BMW,X6M,X6M,X6M (E71),,,4.4,4.4,,,BMW -> X6M -> 4.4,6
import,BMW,BMW,XM,XM,XM (G09),,,4.4,4.4,,,BMW -> XM -> 4.4,26
import,BMW,BMW,XM,XM,XM (G09),,,4.4 퍼스트 에디션,4.4 퍼스트 에디션,,,BMW -> XM -> 4.4 퍼스트 에디션,1
import,BMW,BMW,XM,XM,XM (G09),,,4.4 레이블 레드,4.4 레이블 레드,,,BMW -> XM -> 4.4 레이블 레드,0
import,BMW,BMW,Z3,Z3,Z3,,,2.2,2.2,E36/7,E36/7,BMW -> Z3 -> 2.2 -> E36/7,1
import,BMW,BMW,Z3,Z3,Z3,,,2.8,2.8,E36/7,E36/7,BMW -> Z3 -> 2.8 -> E36/7,0
import,BMW,BMW,Z3,Z3,Z3,,,3.0i,3.0i,E36/7,E36/7,BMW -> Z3 -> 3.0i -> E36/7,2
import,BMW,BMW,Z3,Z3,Z3,,,1.9,1.9,E36/7,E36/7,BMW -> Z3 -> 1.9 -> E36/7,1
import,BMW,BMW,Z3,Z3,Z3,,,2.0,2.0,E36/7,E36/7,BMW -> Z3 -> 2.0 -> E36/7,1
import,BMW,BMW,Z4,Z4,Z4 (G29),,,sDrive20i 스포츠,sDrive20i 스포츠,,,BMW -> Z4 -> sDrive20i 스포츠,16
import,BMW,BMW,Z4,Z4,Z4 (G29),,,sDrive20i M 스포츠,sDrive20i M 스포츠,,,BMW -> Z4 -> sDrive20i M 스포츠,114
import,BMW,BMW,Z4,Z4,Z4 (G29),,,sDrive20i M 스포츠 퍼스트 에디션,sDrive20i M 스포츠 퍼스트 에디션,,,BMW -> Z4 -> sDrive20i M 스포츠 퍼스트 에디션,1
import,BMW,BMW,Z4,Z4,Z4 (G29),,,sDrive30i,sDrive30i,,,BMW -> Z4 -> sDrive30i,0
import,BMW,BMW,Z4,Z4,Z4 (G29),,,M40i,M40i,,,BMW -> Z4 -> M40i,59
import,BMW,BMW,Z4,Z4,Z4 (G29),,,M40i 퍼스트 에디션,M40i 퍼스트 에디션,,,BMW -> Z4 -> M40i 퍼스트 에디션,0
import,BMW,BMW,Z4,Z4,Z4 (E89),,,sDrive 28i,sDrive 28i,,,BMW -> Z4 -> sDrive 28i,7
import,BMW,BMW,Z4,Z4,Z4 (E89),,,sDrive 30i,sDrive 30i,,,BMW -> Z4 -> sDrive 30i,0
import,BMW,BMW,Z4,Z4,Z4 (E89),,,sDrive 35i,sDrive 35i,,,BMW -> Z4 -> sDrive 35i,15
import,BMW,BMW,Z4,Z4,Z4 (E89),,,sDrive 35iS,sDrive 35iS,,,BMW -> Z4 -> sDrive 35iS,13
import,BMW,BMW,Z4,Z4,Z4 (E85),,,2.5i,2.5i,,,BMW -> Z4 -> 2.5i,1
import,BMW,BMW,Z4,Z4,Z4 (E85),,,3.0i,3.0i,,,BMW -> Z4 -> 3.0i,4
import,BMW,BMW,Z4,Z4,Z4 (E85),,,3.0Si 쿠페,3.0Si 쿠페,,,BMW -> Z4 -> 3.0Si 쿠페,0
import,BMW,BMW,Z4,Z4,Z4 (E85),,,3.0Si 로드스터,3.0Si 로드스터,,,BMW -> Z4 -> 3.0Si 로드스터,1
import,BMW,BMW,Z8,Z8,Z8,,,5.0,5.0,E52,E52,BMW -> Z8 -> 5.0 -> E52,0
import,BMW,BMW,M 쿠페/로드스터,M Coupe/Roadster,M 쿠페/로드스터 (E85),,,M 쿠페,M 쿠페,,,BMW -> M Coupe/Roadster -> M 쿠페,2
import,BMW,BMW,M 쿠페/로드스터,M Coupe/Roadster,M 쿠페/로드스터 (E85),,,M 로드스터,M 로드스터,,,BMW -> M Coupe/Roadster -> M 로드스터,0
import,BMW,BMW,M 쿠페/로드스터,M Coupe/Roadster,M 쿠페/로드스터 (E36),,,M 쿠페,M 쿠페,,,BMW -> M Coupe/Roadster -> M 쿠페,0
import,BMW,BMW,M 쿠페/로드스터,M Coupe/Roadster,M 쿠페/로드스터 (E36),,,M 로드스터,M 로드스터,,,BMW -> M Coupe/Roadster -> M 로드스터,0
import,BMW,BMW,i3,i3,i3,,,룩스,룩스,,,BMW -> i3 -> 룩스,7
import,BMW,BMW,i3,i3,i3,,,솔,솔,,,BMW -> i3 -> 솔,2
import,BMW,BMW,i3,i3,i3,,,솔+,솔+,,,BMW -> i3 -> 솔+,28
import,BMW,BMW,i3,i3,i3,,,비스,비스,,,BMW -> i3 -> 비스,0
import,BMW,BMW,i4,i4,i4,,,eDrive40 M 스포츠,eDrive40 M 스포츠,,,BMW -> i4 -> eDrive40 M 스포츠,32
import,BMW,BMW,i4,i4,i4,,,eDrive40 M 스포츠 프로,eDrive40 M 스포츠 프로,,,BMW -> i4 -> eDrive40 M 스포츠 프로,105
import,BMW,BMW,i4,i4,i4,,,eDrive40 M 스포츠 프로 퍼스트 에디션,eDrive40 M 스포츠 프로 퍼스트 에디션,,,BMW -> i4 -> eDrive40 M 스포츠 프로 퍼스트 에디션,0
import,BMW,BMW,i4,i4,i4,,,eDrive40 인디비주얼,eDrive40 인디비주얼,,,BMW -> i4 -> eDrive40 인디비주얼,1
import,BMW,BMW,i4,i4,i4,,,M50,M50,,,BMW -> i4 -> M50,13
import,BMW,BMW,i4,i4,i4,,,M50 프로,M50 프로,,,BMW -> i4 -> M50 프로,19
import,BMW,BMW,i4,i4,i4,,,M50 프로 퍼스트 에디션,M50 프로 퍼스트 에디션,,,BMW -> i4 -> M50 프로 퍼스트 에디션,0
import,BMW,BMW,i4,i4,i4,,,M50 프로 스페셜 에디션,M50 프로 스페셜 에디션,,,BMW -> i4 -> M50 프로 스페셜 에디션,3
import,BMW,BMW,i5,i5,i5 (G60),,,eDrive 40 SE,eDrive 40 SE,,,BMW -> i5 -> eDrive 40 SE,0
import,BMW,BMW,i5,i5,i5 (G60),,,eDrive 40,eDrive 40,,,BMW -> i5 -> eDrive 40,6
import,BMW,BMW,i5,i5,i5 (G60),,,eDrive 40 M 스포츠,eDrive 40 M 스포츠,,,BMW -> i5 -> eDrive 40 M 스포츠,34
import,BMW,BMW,i5,i5,i5 (G60),,,eDrive 40 M 스포츠 프로,eDrive 40 M 스포츠 프로,,,BMW -> i5 -> eDrive 40 M 스포츠 프로,3
import,BMW,BMW,i5,i5,i5 (G60),,,xDrive 40 M 스포츠,xDrive 40 M 스포츠,,,BMW -> i5 -> xDrive 40 M 스포츠,5
import,BMW,BMW,i5,i5,i5 (G60),,,xDrive 40 M 스포츠 프로,xDrive 40 M 스포츠 프로,,,BMW -> i5 -> xDrive 40 M 스포츠 프로,2
import,BMW,BMW,i5,i5,i5 (G60),,,M60 xDrive,M60 xDrive,,,BMW -> i5 -> M60 xDrive,8
import,BMW,BMW,i7,i7,i7 (G70),,,eDrive 50 M 스포츠 리미티드,eDrive 50 M 스포츠 리미티드,,,BMW -> i7 -> eDrive 50 M 스포츠 리미티드,2
import,BMW,BMW,i7,i7,i7 (G70),,,eDrive 50 M 스포츠,eDrive 50 M 스포츠,,,BMW -> i7 -> eDrive 50 M 스포츠,23
import,BMW,BMW,i7,i7,i7 (G70),,,xDrive 60 디자인 퓨어 엑셀런스,xDrive 60 디자인 퓨어 엑셀런스,,,BMW -> i7 -> xDrive 60 디자인 퓨어 엑셀런스,10
import,BMW,BMW,i7,i7,i7 (G70),,,xDrive 60 디자인 퓨어 엑셀런스 인디비주얼,xDrive 60 디자인 퓨어 엑셀런스 인디비주얼,,,BMW -> i7 -> xDrive 60 디자인 퓨어 엑셀런스 인디비주얼,0
import,BMW,BMW,i7,i7,i7 (G70),,,xDrive 60 M 스포츠,xDrive 60 M 스포츠,,,BMW -> i7 -> xDrive 60 M 스포츠,31
import,BMW,BMW,i7,i7,i7 (G70),,,xDrive 60 M 스포츠 인디비주얼,xDrive 60 M 스포츠 인디비주얼,,,BMW -> i7 -> xDrive 60 M 스포츠 인디비주얼,0
import,BMW,BMW,i7,i7,i7 (G70),,,xDrive 60 프리즈 서울 에디션,xDrive 60 프리즈 서울 에디션,,,BMW -> i7 -> xDrive 60 프리즈 서울 에디션,0
import,BMW,BMW,i7,i7,i7 (G70),,,M70 xDrive,M70 xDrive,,,BMW -> i7 -> M70 xDrive,5
import,BMW,BMW,i7,i7,i7 (G70),,,M70 xDrive M 퍼포먼스,M70 xDrive M 퍼포먼스,,,BMW -> i7 -> M70 xDrive M 퍼포먼스,1
import,BMW,BMW,i8,i8,i8,,,쿠페,쿠페,,,BMW -> i8 -> 쿠페,23
import,BMW,BMW,i8,i8,i8,,,로드스터,로드스터,,,BMW -> i8 -> 로드스터,9
import,BMW,BMW,iX1,iX1,iX1 (U11),,,eDrive 20 xLine,eDrive 20 xLine,,,BMW -> iX1 -> eDrive 20 xLine,0
import,BMW,BMW,iX1,iX1,iX1 (U11),,,eDrive 20 M 스포츠,eDrive 20 M 스포츠,,,BMW -> iX1 -> eDrive 20 M 스포츠,0
import,BMW,BMW,iX1,iX1,iX1 (U11),,,xDrive 30 xLine,xDrive 30 xLine,,,BMW -> iX1 -> xDrive 30 xLine,3
import,BMW,BMW,iX1,iX1,iX1 (U11),,,xDrive 30 M 스포츠,xDrive 30 M 스포츠,,,BMW -> iX1 -> xDrive 30 M 스포츠,7
import,BMW,BMW,iX1,iX1,iX1 (U11),,,xDrive 30 M 스포츠 프로 스페셜 에디션,xDrive 30 M 스포츠 프로 스페셜 에디션,,,BMW -> iX1 -> xDrive 30 M 스포츠 프로 스페셜 에디션,0
import,BMW,BMW,iX2,iX2,iX2 (U10),,,eDrive 20 M 스포츠,eDrive 20 M 스포츠,,,BMW -> iX2 -> eDrive 20 M 스포츠,2
import,BMW,BMW,iX3,iX3,iX3,,,M 스포츠,M 스포츠,,,BMW -> iX3 -> M 스포츠,117
import,BMW,BMW,iX,iX,iX,,,xDrive40 퍼스트에디션,xDrive40 퍼스트에디션,,,BMW -> iX -> xDrive40 퍼스트에디션,3
import,BMW,BMW,iX,iX,iX,,,xDrive40 스포츠 플러스,xDrive40 스포츠 플러스,,,BMW -> iX -> xDrive40 스포츠 플러스,0
import,BMW,BMW,iX,iX,iX,,,xDrive45 M 스포츠,xDrive45 M 스포츠,,,BMW -> iX -> xDrive45 M 스포츠,11
import,BMW,BMW,iX,iX,iX,,,xDrive45 M 스포츠 퍼스트 에디션,xDrive45 M 스포츠 퍼스트 에디션,,,BMW -> iX -> xDrive45 M 스포츠 퍼스트 에디션,0
import,BMW,BMW,iX,iX,iX,,,xDrive50 스포츠 스페셜 에디션,xDrive50 스포츠 스페셜 에디션,,,BMW -> iX -> xDrive50 스포츠 스페셜 에디션,7
import,BMW,BMW,iX,iX,iX,,,xDrive50 퍼스트에디션,xDrive50 퍼스트에디션,,,BMW -> iX -> xDrive50 퍼스트에디션,0
import,BMW,BMW,iX,iX,iX,,,xDrive50 스포츠 플러스,xDrive50 스포츠 플러스,,,BMW -> iX -> xDrive50 스포츠 플러스,46
import,BMW,BMW,iX,iX,iX,,,xDrive60 M 스포츠 프로,xDrive60 M 스포츠 프로,,,BMW -> iX -> xDrive60 M 스포츠 프로,0
import,BMW,BMW,iX,iX,iX,,,xDrive M60,xDrive M60,,,BMW -> iX -> xDrive M60,2
import,BMW,BMW,iX,iX,iX,,,xDrive M70,xDrive M70,,,BMW -> iX -> xDrive M70,0
import,BMW,BMW,iX,iX,iX,,,xDrive M70 퍼스트 에디션,xDrive M70 퍼스트 에디션,,,BMW -> iX -> xDrive M70 퍼스트 에디션,0
import,BMW,BMW,기타,Others,기타,,,,,,,BMW -> Others,0
import,BYD,BYD,E6,E6,E6,,,2세대,2세대,,,BYD -> E6 -> 2세대,0
import,BYD,BYD,아토 3,Atto 3,아토 3,,,베이직,베이직,,,BYD -> Atto 3 -> 베이직,0
import,BYD,BYD,아토 3,Atto 3,아토 3,,,플러스,플러스,,,BYD -> Atto 3 -> 플러스,5
import,BYD,BYD,씨라이언 7 ,Sealion 7 ,씨라이언 7,,,베이스,베이스,,,BYD -> Sealion 7  -> 베이스,5
import,BYD,BYD,씰,Seal,씰,,,다이나믹 AWD,다이나믹 AWD,,,BYD -> Seal -> 다이나믹 AWD,2
import,GMC,GMC,밴츄라,Vandura,밴츄라,,,5.7,5.7,,,GMC -> Vandura -> 5.7,0
import,GMC,GMC,사바나,Savana,사바나,,,5.3,5.3,,,GMC -> Savana -> 5.3,0
import,GMC,GMC,사바나,Savana,사바나,,,5.3 AWD,5.3 AWD,,,GMC -> Savana -> 5.3 AWD,0
import,GMC,GMC,사바나,Savana,사바나,,,5.7,5.7,,,GMC -> Savana -> 5.7,0
import,GMC,GMC,사바나,Savana,사바나,,,6.0,6.0,,,GMC -> Savana -> 6.0,5
import,GMC,GMC,사파리,Safari,사파리,,,STANDARD,STANDARD,,,GMC -> Safari -> STANDARD,0
import,GMC,GMC,소노마,Sonoma,소노마,,,2.2,2.2,,,GMC -> Sonoma -> 2.2,0
import,GMC,GMC,소노마,Sonoma,소노마,,,4.3,4.3,,,GMC -> Sonoma -> 4.3,0
import,GMC,GMC,시에라,Sierra,시에라,,,드날리,드날리,,,GMC -> Sierra -> 드날리,5
import,GMC,GMC,시에라,Sierra,시에라,,,드날리-X,드날리-X,,,GMC -> Sierra -> 드날리-X,27
import,GMC,GMC,시에라,Sierra,시에라,,,1500,1500,,,GMC -> Sierra -> 1500,1
import,GMC,GMC,시에라,Sierra,시에라,,,1500 할리데이비슨 에디션,1500 할리데이비슨 에디션,,,GMC -> Sierra -> 1500 할리데이비슨 에디션,1
import,GMC,GMC,시에라,Sierra,시에라,,,1500HD,1500HD,,,GMC -> Sierra -> 1500HD,0
import,GMC,GMC,시에라,Sierra,시에라,,,2500HD,2500HD,,,GMC -> Sierra -> 2500HD,3
import,GMC,GMC,시에라,Sierra,시에라,,,3500HD,3500HD,,,GMC -> Sierra -> 3500HD,2
import,GMC,GMC,유콘,Yukon,유콘,,,5.3,5.3,,,GMC -> Yukon -> 5.3,0
import,GMC,GMC,유콘,Yukon,유콘,,,5.7,5.7,,,GMC -> Yukon -> 5.7,0
import,GMC,GMC,유콘,Yukon,유콘,,,6.0,6.0,,,GMC -> Yukon -> 6.0,0
import,GMC,GMC,유콘,Yukon,유콘,,,6.2,6.2,,,GMC -> Yukon -> 6.2,2
import,GMC,GMC,유콘,Yukon,유콘,,,하이브리드,하이브리드,,,GMC -> Yukon -> 하이브리드,0
import,GMC,GMC,지미,Jimmy,지미,,,4.3,4.3,,,GMC -> Jimmy -> 4.3,0
import,GMC,GMC,캐니언,Canyon,캐니언,,,3.6 2WD,3.6 2WD,,,GMC -> Canyon -> 3.6 2WD,1
import,GMC,GMC,캐니언,Canyon,캐니언,,,3.6 4WD,3.6 4WD,,,GMC -> Canyon -> 3.6 4WD,0
import,GMC,GMC,터레인,Terrain,터레인,,,2.4 2WD,2.4 2WD,,,GMC -> Terrain -> 2.4 2WD,0
import,GMC,GMC,터레인,Terrain,터레인,,,2.4 4WD,2.4 4WD,,,GMC -> Terrain -> 2.4 4WD,0
import,GMC,GMC,허머EV,Hummer EV,허머 EV,,,e4WD,e4WD,,,GMC -> Hummer EV -> e4WD,8
import,GMC,GMC,기타,Others,기타,,,,,,,GMC -> Others,0
import,닛산,Nissan,노트,Note,노트,,,1.5,1.5,,,Nissan -> Note -> 1.5,0
import,닛산,Nissan,로그,Rogue,로그 (T32),,,2.5 4WD,2.5 4WD,2세대,2세대,Nissan -> Rogue -> 2.5 4WD -> 2세대,0
import,닛산,Nissan,로그,Rogue,로그 (S35),,,2WD,2WD,1세대,1세대,Nissan -> Rogue -> 2WD -> 1세대,0
import,닛산,Nissan,로그,Rogue,로그 (S35),,,4WD Deluxe,4WD Deluxe,1세대,1세대,Nissan -> Rogue -> 4WD Deluxe -> 1세대,0
import,닛산,Nissan,로그,Rogue,로그 (S35),,,4WD Premium,4WD Premium,1세대,1세대,Nissan -> Rogue -> 4WD Premium -> 1세대,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.0,2.0,C34,C34,Nissan -> Laurel -> 2.0 -> C34,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.0,2.0,C35,C35,Nissan -> Laurel -> 2.0 -> C35,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.5,2.5,C34,C34,Nissan -> Laurel -> 2.5 -> C34,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.5,2.5,C35,C35,Nissan -> Laurel -> 2.5 -> C35,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.5 Turbo,2.5 Turbo,C34,C34,Nissan -> Laurel -> 2.5 Turbo -> C34,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.5 Turbo,2.5 Turbo,C35,C35,Nissan -> Laurel -> 2.5 Turbo -> C35,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.8,2.8,C34,C34,Nissan -> Laurel -> 2.8 -> C34,0
import,닛산,Nissan,로렐,Laurel,로렐,,,2.8,2.8,C35,C35,Nissan -> Laurel -> 2.8 -> C35,0
import,닛산,Nissan,리프,Leaf,리프 (ZE1),,,EV S,EV S,,,Nissan -> Leaf -> EV S,2
import,닛산,Nissan,리프,Leaf,리프 (ZE1),,,EV SL,EV SL,,,Nissan -> Leaf -> EV SL,10
import,닛산,Nissan,리프,Leaf,리프,,,EV,EV,,,Nissan -> Leaf -> EV,0
import,닛산,Nissan,리프,Leaf,리프,,,EV S,EV S,,,Nissan -> Leaf -> EV S,0
import,닛산,Nissan,리프,Leaf,리프,,,EV SL,EV SL,,,Nissan -> Leaf -> EV SL,1
import,닛산,Nissan,마치,March,마치,,,1.0,1.0,K12,K12,Nissan -> March -> 1.0 -> K12,0
import,닛산,Nissan,마치,March,마치,,,1.0,1.0,K11,K11,Nissan -> March -> 1.0 -> K11,0
import,닛산,Nissan,마치,March,마치,,,1.3,1.3,K11,K11,Nissan -> March -> 1.3 -> K11,0
import,닛산,Nissan,마치,March,마치,,,1.3,1.3,K12,K12,Nissan -> March -> 1.3 -> K12,1
import,닛산,Nissan,마치,March,마치,,,1.3,1.3,K13,K13,Nissan -> March -> 1.3 -> K13,0
import,닛산,Nissan,마치,March,마치,,,1.4,1.4,K12,K12,Nissan -> March -> 1.4 -> K12,0
import,닛산,Nissan,마치,March,마치,,,1.4,1.4,K11,K11,Nissan -> March -> 1.4 -> K11,0
import,닛산,Nissan,마치,March,마치,,,1.4 4WD,1.4 4WD,K12,K12,Nissan -> March -> 1.4 4WD -> K12,0
import,닛산,Nissan,마치,March,마치,,,1.6,1.6,K13,K13,Nissan -> March -> 1.6 -> K13,0
import,닛산,Nissan,마치,March,마치,,,1.6,1.6,K12,K12,Nissan -> March -> 1.6 -> K12,0
import,닛산,Nissan,마치,March,마치,,,볼레로,볼레로,K11,K11,Nissan -> March -> 볼레로 -> K11,0
import,닛산,Nissan,마치,March,마치,,,라피트,라피트,K12,K12,Nissan -> March -> 라피트 -> K12,0
import,닛산,Nissan,마치,March,마치,,,C+C,C+C,K12,K12,Nissan -> March -> C+C -> K12,0
import,닛산,Nissan,맥시마,Maxima,맥시마 (A36),,,3.5 플래티넘,3.5 플래티넘,,,Nissan -> Maxima -> 3.5 플래티넘,30
import,닛산,Nissan,맥시마,Maxima,맥시마,,,3.0,3.0,A35,A35,Nissan -> Maxima -> 3.0 -> A35,0
import,닛산,Nissan,맥시마,Maxima,맥시마,,,3.0,3.0,A34,A34,Nissan -> Maxima -> 3.0 -> A34,0
import,닛산,Nissan,맥시마,Maxima,맥시마,,,3.0,3.0,A33,A33,Nissan -> Maxima -> 3.0 -> A33,0
import,닛산,Nissan,맥시마,Maxima,맥시마,,,3.0,3.0,A32,A32,Nissan -> Maxima -> 3.0 -> A32,0
import,닛산,Nissan,맥시마,Maxima,맥시마,,,3.5,3.5,A35,A35,Nissan -> Maxima -> 3.5 -> A35,0
import,닛산,Nissan,맥시마,Maxima,맥시마,,,3.5,3.5,A34,A34,Nissan -> Maxima -> 3.5 -> A34,0
import,닛산,Nissan,맥시마,Maxima,맥시마,,,3.5,3.5,A33,A33,Nissan -> Maxima -> 3.5 -> A33,0
